word		freq		rank		freq*rank 			 -60037.5
glasses		29		3762		109098 			 49060.5
furnish		29		3763		109127 			 49089.5
fishing		29		3764		109156 			 49118.5
fate		29		3765		109185 			 49147.5
extend		29		3766		109214 			 49176.5
exciting		29		3767		109243 			 49205.5
evaluation		29		3768		109272 			 49234.5
ethical		29		3769		109301 			 49263.5
era		29		3770		109330 			 49292.5
entertainment		29		3771		109359 			 49321.5
ear		29		3772		109388 			 49350.5
divorce		29		3773		109417 			 49379.5
delight		29		3774		109446 			 49408.5
dealers		29		3775		109475 			 49437.5
dancers		29		3776		109504 			 49466.5
creating		29		3777		109533 			 49495.5
cotton		29		3778		109562 			 49524.5
controls		29		3779		109591 			 49553.5
constitute		29		3780		109620 			 49582.5
consciousness		29		3781		109649 			 49611.5
comments		29		3782		109678 			 49640.5
colored		29		3783		109707 			 49669.5
Carleton		29		3784		109736 			 49698.5
buying		29		3785		109765 			 49727.5
Brooklyn		29		3786		109794 			 49756.5
bronchial		29		3787		109823 			 49785.5
Brannon		29		3788		109852 			 49814.5
barn		29		3789		109881 			 49843.5
Bank		29		3790		109910 			 49872.5
Assembly		29		3791		109939 			 49901.5
asleep		29		3792		109968 			 49930.5
Armed		29		3793		109997 			 49959.5
argued		29		3794		110026 			 49988.5
argue		29		3795		110055 			 50017.5
Ann		29		3796		110084 			 50046.5
Albert		29		3797		110113 			 50075.5
According		29		3798		110142 			 50104.5
you'd		28		3799		106372 			 46334.5
Yankees		28		3800		106400 			 46362.5
wound		28		3801		106428 			 46390.5
witness		28		3802		106456 			 46418.5
Whether		28		3803		106484 			 46446.5
warmth		28		3804		106512 			 46474.5
voting		28		3805		106540 			 46502.5
vigorous		28		3806		106568 			 46530.5
verse		28		3807		106596 			 46558.5
Until		28		3808		106624 			 46586.5
unions		28		3809		106652 			 46614.5
tons		28		3810		106680 			 46642.5
tight		28		3811		106708 			 46670.5
They're		28		3812		106736 			 46698.5
talents		28		3813		106764 			 46726.5
surfaces		28		3814		106792 			 46754.5
Suppose		28		3815		106820 			 46782.5
studio		28		3816		106848 			 46810.5
structures		28		3817		106876 			 46838.5
specified		28		3818		106904 			 46866.5
sovereignty		28		3819		106932 			 46894.5
sovereign		28		3820		106960 			 46922.5
southern		28		3821		106988 			 46950.5
solutions		28		3822		107016 			 46978.5
silver		28		3823		107044 			 47006.5
shapes		28		3824		107072 			 47034.5
sensitivity		28		3825		107100 			 47062.5
satisfaction		28		3826		107128 			 47090.5
Santa		28		3827		107156 			 47118.5
sand		28		3828		107184 			 47146.5
sacrifice		28		3829		107212 			 47174.5
root		28		3830		107240 			 47202.5
Roosevelt		28		3831		107268 			 47230.5
representing		28		3832		107296 			 47258.5
rendered		28		3833		107324 			 47286.5
Ramey		28		3834		107352 			 47314.5
questioned		28		3835		107380 			 47342.5
quarters		28		3836		107408 			 47370.5
propaganda		28		3837		107436 			 47398.5
profit		28		3838		107464 			 47426.5
pound		28		3839		107492 			 47454.5
pot		28		3840		107520 			 47482.5
polynomial		28		3841		107548 			 47510.5
plastics		28		3842		107576 			 47538.5
plastic		28		3843		107604 			 47566.5
peculiar		28		3844		107632 			 47594.5
paused		28		3845		107660 			 47622.5
optimal		28		3846		107688 			 47650.5
offering		28		3847		107716 			 47678.5
Oct.		28		3848		107744 			 47706.5
Nobody		28		3849		107772 			 47734.5
newly		28		3850		107800 			 47762.5
N.		28		3851		107828 			 47790.5
meetings		28		3852		107856 			 47818.5
mechanism		28		3853		107884 			 47846.5
marks		28		3854		107912 			 47874.5
losing		28		3855		107940 			 47902.5
locked		28		3856		107968 			 47930.5
lighted		28		3857		107996 			 47958.5
libraries		28		3858		108024 			 47986.5
let's		28		3859		108052 			 48014.5
laugh		28		3860		108080 			 48042.5
jurisdiction		28		3861		108108 			 48070.5
Irish		28		3862		108136 			 48098.5
introduction		28		3863		108164 			 48126.5
Interior		28		3864		108192 			 48154.5
innocence		28		3865		108220 			 48182.5
industries		28		3866		108248 			 48210.5
hated		28		3867		108276 			 48238.5
Harris		28		3868		108304 			 48266.5
happening		28		3869		108332 			 48294.5
Hal		28		3870		108360 			 48322.5
graduate		28		3871		108388 			 48350.5
gay		28		3872		108416 			 48378.5
fourteen		28		3873		108444 			 48406.5
fled		28		3874		108472 			 48434.5
false		28		3875		108500 			 48462.5
fabrics		28		3876		108528 			 48490.5
extending		28		3877		108556 			 48518.5
expanding		28		3878		108584 			 48546.5
examined		28		3879		108612 			 48574.5
enthusiasm		28		3880		108640 			 48602.5
encouraged		28		3881		108668 			 48630.5
encounter		28		3882		108696 			 48658.5
electronics		28		3883		108724 			 48686.5
electron		28		3884		108752 			 48714.5
drugs		28		3885		108780 			 48742.5
discuss		28		3886		108808 			 48770.5
dimensions		28		3887		108836 			 48798.5
demonstrate		28		3888		108864 			 48826.5
deliberately		28		3889		108892 			 48854.5
defeat		28		3890		108920 			 48882.5
debate		28		3891		108948 			 48910.5
cure		28		3892		108976 			 48938.5
cow		28		3893		109004 			 48966.5
contributions		28		3894		109032 			 48994.5
consistent		28		3895		109060 			 49022.5
commonly		28		3896		109088 			 49050.5
committed		28		3897		109116 			 49078.5
colony		28		3898		109144 			 49106.5
coal		28		3899		109172 			 49134.5
closing		28		3900		109200 			 49162.5
classical		28		3901		109228 			 49190.5
clarity		28		3902		109256 			 49218.5
citizen		28		3903		109284 			 49246.5
carbon		28		3904		109312 			 49274.5
calendar		28		3905		109340 			 49302.5
branch		28		3906		109368 			 49330.5
bench		28		3907		109396 			 49358.5
Beach		28		3908		109424 			 49386.5
bare		28		3909		109452 			 49414.5
ballet		28		3910		109480 			 49442.5
arise		28		3911		109508 			 49470.5
apparatus		28		3912		109536 			 49498.5
anxious		28		3913		109564 			 49526.5
African		28		3914		109592 			 49554.5
absent		28		3915		109620 			 49582.5
1956		28		3916		109648 			 49610.5
1955		28		3917		109676 			 49638.5
weekend		27		3918		105786 			 45748.5
voted		27		3919		105813 			 45775.5
veteran		27		3920		105840 			 45802.5
V		27		3921		105867 			 45829.5
utterly		27		3922		105894 			 45856.5
upward		27		3923		105921 			 45883.5
upstairs		27		3924		105948 			 45910.5
thanks		27		3925		105975 			 45937.5
territory		27		3926		106002 			 45964.5
tea		27		3927		106029 			 45991.5
T.		27		3928		106056 			 46018.5
surplus		27		3929		106083 			 46045.5
subsequent		27		3930		106110 			 46072.5
slept		27		3931		106137 			 46099.5
sing		27		3932		106164 			 46126.5
shoot		27		3933		106191 			 46153.5
Shayne		27		3934		106218 			 46180.5
shade		27		3935		106245 			 46207.5
seconds		27		3936		106272 			 46234.5
scope		27		3937		106299 			 46261.5
scattered		27		3938		106326 			 46288.5
samples		27		3939		106353 			 46315.5
salvation		27		3940		106380 			 46342.5
rushed		27		3941		106407 			 46369.5
Revolution		27		3942		106434 			 46396.5
restrictions		27		3943		106461 			 46423.5
responses		27		3944		106488 			 46450.5
reserved		27		3945		106515 			 46477.5
requirement		27		3946		106542 			 46504.5
reputation		27		3947		106569 			 46531.5
representatives		27		3948		106596 			 46558.5
regulations		27		3949		106623 			 46585.5
refer		27		3950		106650 			 46612.5
recovery		27		3951		106677 			 46639.5
pursuant		27		3952		106704 			 46666.5
pulmonary		27		3953		106731 			 46693.5
proposals		27		3954		106758 			 46720.5
profound		27		3955		106785 			 46747.5
professor		27		3956		106812 			 46774.5
prevented		27		3957		106839 			 46801.5
prestige		27		3958		106866 			 46828.5
prefer		27		3959		106893 			 46855.5
powder		27		3960		106920 			 46882.5
pistol		27		3961		106947 			 46909.5
permits		27		3962		106974 			 46936.5
permission		27		3963		107001 			 46963.5
perception		27		3964		107028 			 46990.5
passion		27		3965		107055 			 47017.5
passes		27		3966		107082 			 47044.5
outer		27		3967		107109 			 47071.5
operated		27		3968		107136 			 47098.5
opera		27		3969		107163 			 47125.5
occurs		27		3970		107190 			 47152.5
Obviously		27		3971		107217 			 47179.5
observation		27		3972		107244 			 47206.5
Newport		27		3973		107271 			 47233.5
Myra		27		3974		107298 			 47260.5
municipal		27		3975		107325 			 47287.5
mountain		27		3976		107352 			 47314.5
mirror		27		3977		107379 			 47341.5
minimal		27		3978		107406 			 47368.5
mighty		27		3979		107433 			 47395.5
merit		27		3980		107460 			 47422.5
Men		27		3981		107487 			 47449.5
Marshall		27		3982		107514 			 47476.5
marriages		27		3983		107541 			 47503.5
maintaining		27		3984		107568 			 47530.5
maid		27		3985		107595 			 47557.5
limitations		27		3986		107622 			 47584.5
Legislature		27		3987		107649 			 47611.5
laughing		27		3988		107676 			 47638.5
ladies		27		3989		107703 			 47665.5
Julia		27		3990		107730 			 47692.5
Jefferson		27		3991		107757 			 47719.5
insist		27		3992		107784 			 47746.5
imagined		27		3993		107811 			 47773.5
Hughes		27		3994		107838 			 47800.5
horizon		27		3995		107865 			 47827.5
holder		27		3996		107892 			 47854.5
Greenwich		27		3997		107919 			 47881.5
grain		27		3998		107946 			 47908.5
golf		27		3999		107973 			 47935.5
Germans		27		4000		108000 			 47962.5
gentle		27		4001		108027 			 47989.5
gathering		27		4002		108054 			 48016.5
friendship		27		4003		108081 			 48043.5
Fred		27		4004		108108 			 48070.5
formerly		27		4005		108135 			 48097.5
Forces		27		4006		108162 			 48124.5
flew		27		4007		108189 			 48151.5
finance		27		4008		108216 			 48178.5
fiber		27		4009		108243 			 48205.5
fees		27		4010		108270 			 48232.5
exclusive		27		4011		108297 			 48259.5
examination		27		4012		108324 			 48286.5
exact		27		4013		108351 			 48313.5
engineers		27		4014		108378 			 48340.5
ecumenical		27		4015		108405 			 48367.5
dull		27		4016		108432 			 48394.5
drying		27		4017		108459 			 48421.5
doctors		27		4018		108486 			 48448.5
distributed		27		4019		108513 			 48475.5
discipline		27		4020		108540 			 48502.5
diplomatic		27		4021		108567 			 48529.5
dining		27		4022		108594 			 48556.5
delicate		27		4023		108621 			 48583.5
Delaware		27		4024		108648 			 48610.5
Dean		27		4025		108675 			 48637.5
Davis		27		4026		108702 			 48664.5
Dan		27		4027		108729 			 48691.5
damn		27		4028		108756 			 48718.5
council		27		4029		108783 			 48745.5
consisting		27		4030		108810 			 48772.5
commission		27		4031		108837 			 48799.5
combat		27		4032		108864 			 48826.5
Coast		27		4033		108891 			 48853.5
clinical		27		4034		108918 			 48880.5
Clayton		27		4035		108945 			 48907.5
Christmas		27		4036		108972 			 48934.5
Cady		27		4037		108999 			 48961.5
associations		27		4038		109026 			 48988.5
applying		27		4039		109053 			 49015.5
a.m.		27		4040		109080 			 49042.5
advantages		27		4041		109107 			 49069.5
acquire		27		4042		109134 			 49096.5
absolutely		27		4043		109161 			 49123.5
Zen		26		4044		105144 			 45106.5
Young		26		4045		105170 			 45132.5
We're		26		4046		105196 			 45158.5
we'll		26		4047		105222 			 45184.5
Virgin		26		4048		105248 			 45210.5
victim		26		4049		105274 			 45236.5
vice		26		4050		105300 			 45262.5
velocity		26		4051		105326 			 45288.5
variables		26		4052		105352 			 45314.5
unhappy		26		4053		105378 			 45340.5
trembling		26		4054		105404 			 45366.5
threatening		26		4055		105430 			 45392.5
textile		26		4056		105456 			 45418.5
tangent		26		4057		105482 			 45444.5
suspicion		26		4058		105508 			 45470.5
submarine		26		4059		105534 			 45496.5
storm		26		4060		105560 			 45522.5
stockholders		26		4061		105586 			 45548.5
staring		26		4062		105612 			 45574.5
stained		26		4063		105638 			 45600.5
Southerners		26		4064		105664 			 45626.5
sophisticated		26		4065		105690 			 45652.5
shopping		26		4066		105716 			 45678.5
shirt		26		4067		105742 			 45704.5
She's		26		4068		105768 			 45730.5
sheets		26		4069		105794 			 45756.5
Science		26		4070		105820 			 45782.5
Sarah		26		4071		105846 			 45808.5
royal		26		4072		105872 			 45834.5
revenues		26		4073		105898 			 45860.5
reserve		26		4074		105924 			 45886.5
reorganization		26		4075		105950 			 45912.5
released		26		4076		105976 			 45938.5
reform		26		4077		106002 			 45964.5
recalled		26		4078		106028 			 45990.5
ranch		26		4079		106054 			 46016.5
quoted		26		4080		106080 			 46042.5
publicly		26		4081		106106 			 46068.5
presently		26		4082		106132 			 46094.5
preferred		26		4083		106158 			 46120.5
pointing		26		4084		106184 			 46146.5
players		26		4085		106210 			 46172.5
placing		26		4086		106236 			 46198.5
phenomena		26		4087		106262 			 46224.5
perspective		26		4088		106288 			 46250.5
paying		26		4089		106314 			 46276.5
Pathology		26		4090		106340 			 46302.5
Patchen		26		4091		106366 			 46328.5
Palfrey		26		4092		106392 			 46354.5
overcome		26		4093		106418 			 46380.5
outcome		26		4094		106444 			 46406.5
ours		26		4095		106470 			 46432.5
mysterious		26		4096		106496 			 46458.5
Mitchell		26		4097		106522 			 46484.5
Middle		26		4098		106548 			 46510.5
meals		26		4099		106574 			 46536.5
marginal		26		4100		106600 			 46562.5
Make		26		4101		106626 			 46588.5
magnificent		26		4102		106652 			 46614.5
lively		26		4103		106678 			 46640.5
literally		26		4104		106704 			 46666.5
legend		26		4105		106730 			 46692.5
lacking		26		4106		106756 			 46718.5
Kennedy's		26		4107		106782 			 46744.5
justify		26		4108		106808 			 46770.5
judgments		26		4109		106834 			 46796.5
journey		26		4110		106860 			 46822.5
Johnnie		26		4111		106886 			 46848.5
Jew		26		4112		106912 			 46874.5
invited		26		4113		106938 			 46900.5
instruction		26		4114		106964 			 46926.5
injury		26		4115		106990 			 46952.5
inherent		26		4116		107016 			 46978.5
ill		26		4117		107042 			 47004.5
identify		26		4118		107068 			 47030.5
humanity		26		4119		107094 			 47056.5
Helva		26		4120		107120 			 47082.5
handled		26		4121		107146 			 47108.5
gyro		26		4122		107172 			 47134.5
gross		26		4123		107198 			 47160.5
Greg		26		4124		107224 			 47186.5
funeral		26		4125		107250 			 47212.5
frozen		26		4126		107276 			 47238.5
frightened		26		4127		107302 			 47264.5
frames		26		4128		107328 			 47290.5
Forest		26		4129		107354 			 47316.5
fellowship		26		4130		107380 			 47342.5
farmers		26		4131		107406 			 47368.5
eternal		26		4132		107432 			 47394.5
establishing		26		4133		107458 			 47420.5
enemies		26		4134		107484 			 47446.5
emerged		26		4135		107510 			 47472.5
electricity		26		4136		107536 			 47498.5
Ekstrohm		26		4137		107562 			 47524.5
Eileen		26		4138		107588 			 47550.5
eager		26		4139		107614 			 47576.5
dried		26		4140		107640 			 47602.5
dreams		26		4141		107666 			 47628.5
disturbed		26		4142		107692 			 47654.5
disaster		26		4143		107718 			 47680.5
desperate		26		4144		107744 			 47706.5
delightful		26		4145		107770 			 47732.5
customer		26		4146		107796 			 47758.5
critics		26		4147		107822 			 47784.5
cried		26		4148		107848 			 47810.5
corps		26		4149		107874 			 47836.5
Coolidge		26		4150		107900 			 47862.5
controversy		26		4151		107926 			 47888.5
concepts		26		4152		107952 			 47914.5
conceived		26		4153		107978 			 47940.5
compare		26		4154		108004 			 47966.5
Colonel		26		4155		108030 			 47992.5
climate		26		4156		108056 			 48018.5
Certainly		26		4157		108082 			 48044.5
cents		26		4158		108108 			 48070.5
cellar		26		4159		108134 			 48096.5
card		26		4160		108160 			 48122.5
butter		26		4161		108186 			 48148.5
Bureau		26		4162		108212 			 48174.5
bullet		26		4163		108238 			 48200.5
builder		26		4164		108264 			 48226.5
Billy		26		4165		108290 			 48252.5
belt		26		4166		108316 			 48278.5
attorney		26		4167		108342 			 48304.5
Arlene		26		4168		108368 			 48330.5
approaching		26		4169		108394 			 48356.5
appreciate		26		4170		108420 			 48382.5
appointment		26		4171		108446 			 48408.5
anti-trust		26		4172		108472 			 48434.5
altogether		26		4173		108498 			 48460.5
Almost		26		4174		108524 			 48486.5
Agreement		26		4175		108550 			 48512.5
aesthetic		26		4176		108576 			 48538.5
acquired		26		4177		108602 			 48564.5
27		26		4178		108628 			 48590.5
1953		26		4179		108654 			 48616.5
worthy		25		4180		104500 			 44462.5
Whatever		25		4181		104525 			 44487.5
wars		25		4182		104550 			 44512.5
Wally		25		4183		104575 			 44537.5
volunteers		25		4184		104600 			 44562.5
vivid		25		4185		104625 			 44587.5
Village		25		4186		104650 			 44612.5
vein		25		4187		104675 			 44637.5
Valley		25		4188		104700 			 44662.5
Use		25		4189		104725 			 44687.5
transformed		25		4190		104750 			 44712.5
traders		25		4191		104775 			 44737.5
torn		25		4192		104800 			 44762.5
Title		25		4193		104825 			 44787.5
Tim		25		4194		104850 			 44812.5
Tilghman		25		4195		104875 			 44837.5
temperatures		25		4196		104900 			 44862.5
switches		25		4197		104925 			 44887.5
surrounding		25		4198		104950 			 44912.5
supporting		25		4199		104975 			 44937.5
suits		25		4200		105000 			 44962.5
subtle		25		4201		105025 			 44987.5
stretch		25		4202		105050 			 45012.5
stars		25		4203		105075 			 45037.5
Speaker		25		4204		105100 			 45062.5
Son		25		4205		105125 			 45087.5
shortly		25		4206		105150 			 45112.5
shelters		25		4207		105175 			 45137.5
settlement		25		4208		105200 			 45162.5
sessions		25		4209		105225 			 45187.5
scholars		25		4210		105250 			 45212.5
SBA		25		4211		105275 			 45237.5
roughly		25		4212		105300 			 45262.5
ritual		25		4213		105325 			 45287.5
responsibilities		25		4214		105350 			 45312.5
repeat		25		4215		105375 			 45337.5
reflect		25		4216		105400 			 45362.5
recommend		25		4217		105425 			 45387.5
reaches		25		4218		105450 			 45412.5
rational		25		4219		105475 			 45437.5
publicity		25		4220		105500 			 45462.5
prospect		25		4221		105525 			 45487.5
promptly		25		4222		105550 			 45512.5
productive		25		4223		105575 			 45537.5
proceeded		25		4224		105600 			 45562.5
Probably		25		4225		105625 			 45587.5
prevention		25		4226		105650 			 45612.5
Pittsburgh		25		4227		105675 			 45637.5
peaceful		25		4228		105700 			 45662.5
partially		25		4229		105725 			 45687.5
painful		25		4230		105750 			 45712.5
Owen		25		4231		105775 			 45737.5
oral		25		4232		105800 			 45762.5
observe		25		4233		105825 			 45787.5
O'Banion		25		4234		105850 			 45812.5
O		25		4235		105875 			 45837.5
Nixon		25		4236		105900 			 45862.5
Nick		25		4237		105925 			 45887.5
NATO		25		4238		105950 			 45912.5
mothers		25		4239		105975 			 45937.5
Mother		25		4240		106000 			 45962.5
mobile		25		4241		106025 			 45987.5
medicine		25		4242		106050 			 46012.5
magazines		25		4243		106075 			 46037.5
lonely		25		4244		106100 			 46062.5
landing		25		4245		106125 			 46087.5
laboratory		25		4246		106150 			 46112.5
king		25		4247		106175 			 46137.5
intervals		25		4248		106200 			 46162.5
intelligent		25		4249		106225 			 46187.5
instruments		25		4250		106250 			 46212.5
inspired		25		4251		106275 			 46237.5
Houston		25		4252		106300 			 46262.5
harm		25		4253		106325 			 46287.5
hanging		25		4254		106350 			 46312.5
grateful		25		4255		106375 			 46337.5
golden		25		4256		106400 			 46362.5
glanced		25		4257		106425 			 46387.5
gentleman		25		4258		106450 			 46412.5
generous		25		4259		106475 			 46437.5
gear		25		4260		106500 			 46462.5
frontier		25		4261		106525 			 46487.5
flexible		25		4262		106550 			 46512.5
fist		25		4263		106575 			 46537.5
feeding		25		4264		106600 			 46562.5
exhibit		25		4265		106625 			 46587.5
exceptions		25		4266		106650 			 46612.5
Eugene		25		4267		106675 			 46637.5
entry		25		4268		106700 			 46662.5
eliminate		25		4269		106725 			 46687.5
disk		25		4270		106750 			 46712.5
Director		25		4271		106775 			 46737.5
directions		25		4272		106800 			 46762.5
dilemma		25		4273		106825 			 46787.5
destructive		25		4274		106850 			 46812.5
designs		25		4275		106875 			 46837.5
departments		25		4276		106900 			 46862.5
demonstration		25		4277		106925 			 46887.5
delayed		25		4278		106950 			 46912.5
D.C.		25		4279		106975 			 46937.5
dawn		25		4280		107000 			 46962.5
continually		25		4281		107025 			 46987.5
composition		25		4282		107050 			 47012.5
component		25		4283		107075 			 47037.5
communications		25		4284		107100 			 47062.5
cloud		25		4285		107125 			 47087.5
charm		25		4286		107150 			 47112.5
Carolina		25		4287		107175 			 47137.5
builders		25		4288		107200 			 47162.5
breaking		25		4289		107225 			 47187.5
bird		25		4290		107250 			 47212.5
besides		25		4291		107275 			 47237.5
bearing		25		4292		107300 			 47262.5
beard		25		4293		107325 			 47287.5
bath		25		4294		107350 			 47312.5
Barton		25		4295		107375 			 47337.5
Bang-Jensen		25		4296		107400 			 47362.5
Aug.		25		4297		107425 			 47387.5
attracted		25		4298		107450 			 47412.5
attacked		25		4299		107475 			 47437.5
attached		25		4300		107500 			 47462.5
assist		25		4301		107525 			 47487.5
Art		25		4302		107550 			 47512.5
approaches		25		4303		107575 			 47537.5
allowances		25		4304		107600 			 47562.5
Alec		25		4305		107625 			 47587.5
accused		25		4306		107650 			 47612.5
aboard		25		4307		107675 			 47637.5
abandoned		25		4308		107700 			 47662.5
300		25		4309		107725 			 47687.5
You've		24		4310		103440 			 43402.5
yours		24		4311		103464 			 43426.5
woods		24		4312		103488 			 43450.5
wishes		24		4313		103512 			 43474.5
wings		24		4314		103536 			 43498.5
wines		24		4315		103560 			 43522.5
wildly		24		4316		103584 			 43546.5
wholly		24		4317		103608 			 43570.5
wherever		24		4318		103632 			 43594.5
viewed		24		4319		103656 			 43618.5
Very		24		4320		103680 			 43642.5
vague		24		4321		103704 			 43666.5
tubes		24		4322		103728 			 43690.5
tribute		24		4323		103752 			 43714.5
they'd		24		4324		103776 			 43738.5
Theresa		24		4325		103800 			 43762.5
theological		24		4326		103824 			 43786.5
tended		24		4327		103848 			 43810.5
tail		24		4328		103872 			 43834.5
Sure		24		4329		103896 			 43858.5
subjected		24		4330		103920 			 43882.5
specimen		24		4331		103944 			 43906.5
speaker		24		4332		103968 			 43930.5
Social		24		4333		103992 			 43954.5
Small		24		4334		104016 			 43978.5
slid		24		4335		104040 			 44002.5
Six		24		4336		104064 			 44026.5
sitter		24		4337		104088 			 44050.5
seized		24		4338		104112 			 44074.5
scarcely		24		4339		104136 			 44098.5
rigid		24		4340		104160 			 44122.5
rice		24		4341		104184 			 44146.5
retirement		24		4342		104208 			 44170.5
recommendation		24		4343		104232 			 44194.5
realization		24		4344		104256 			 44218.5
racial		24		4345		104280 			 44242.5
qualified		24		4346		104304 			 44266.5
pupils		24		4347		104328 			 44290.5
Puerto		24		4348		104352 			 44314.5
prospects		24		4349		104376 			 44338.5
promotion		24		4350		104400 			 44362.5
promising		24		4351		104424 			 44386.5
probable		24		4352		104448 			 44410.5
Premier		24		4353		104472 			 44434.5
prayer		24		4354		104496 			 44458.5
Post		24		4355		104520 			 44482.5
Portland		24		4356		104544 			 44506.5
planes		24		4357		104568 			 44530.5
philosophical		24		4358		104592 			 44554.5
phases		24		4359		104616 			 44578.5
peas		24		4360		104640 			 44602.5
parade		24		4361		104664 			 44626.5
operational		24		4362		104688 			 44650.5
nowhere		24		4363		104712 			 44674.5
Northern		24		4364		104736 			 44698.5
noon		24		4365		104760 			 44722.5
nervous		24		4366		104784 			 44746.5
neighboring		24		4367		104808 			 44770.5
nearest		24		4368		104832 			 44794.5
Moore		24		4369		104856 			 44818.5
Mexican		24		4370		104880 			 44842.5
Mason		24		4371		104904 			 44866.5
march		24		4372		104928 			 44890.5
managers		24		4373		104952 			 44914.5
magnetic		24		4374		104976 			 44938.5
Jersey		24		4375		105000 			 44962.5
interpreted		24		4376		105024 			 44986.5
insure		24		4377		105048 			 45010.5
Independence		24		4378		105072 			 45034.5
impressions		24		4379		105096 			 45058.5
honored		24		4380		105120 			 45082.5
hired		24		4381		105144 			 45106.5
hang		24		4382		105168 			 45130.5
Further		24		4383		105192 			 45154.5
functional		24		4384		105216 			 45178.5
full-time		24		4385		105240 			 45202.5
freight		24		4386		105264 			 45226.5
Ford		24		4387		105288 			 45250.5
fog		24		4388		105312 			 45274.5
firing		24		4389		105336 			 45298.5
faint		24		4390		105360 			 45322.5
expressing		24		4391		105384 			 45346.5
excuse		24		4392		105408 			 45370.5
exclusively		24		4393		105432 			 45394.5
enthusiastic		24		4394		105456 			 45418.5
entering		24		4395		105480 			 45442.5
Economic		24		4396		105504 			 45466.5
drivers		24		4397		105528 			 45490.5
drill		24		4398		105552 			 45514.5
diffusion		24		4399		105576 			 45538.5
Development		24		4400		105600 			 45562.5
detergent		24		4401		105624 			 45586.5
desires		24		4402		105648 			 45610.5
dealer		24		4403		105672 			 45634.5
cycle		24		4404		105696 			 45658.5
critic		24		4405		105720 			 45682.5
correspondence		24		4406		105744 			 45706.5
cook		24		4407		105768 			 45730.5
contracts		24		4408		105792 			 45754.5
continuity		24		4409		105816 			 45778.5
contest		24		4410		105840 			 45802.5
contacts		24		4411		105864 			 45826.5
constitutional		24		4412		105888 			 45850.5
consisted		24		4413		105912 			 45874.5
conductor		24		4414		105936 			 45898.5
commander		24		4415		105960 			 45922.5
cocktail		24		4416		105984 			 45946.5
cited		24		4417		106008 			 45970.5
chin		24		4418		106032 			 45994.5
chances		24		4419		106056 			 46018.5
categories		24		4420		106080 			 46042.5
Broadway		24		4421		106104 			 46066.5
Blanche		24		4422		106128 			 46090.5
backed		24		4423		106152 			 46114.5
automobiles		24		4424		106176 			 46138.5
assembled		24		4425		106200 			 46162.5
Arts		24		4426		106224 			 46186.5
arrive		24		4427		106248 			 46210.5
applications		24		4428		106272 			 46234.5
announcement		24		4429		106296 			 46258.5
allies		24		4430		106320 			 46282.5
aimed		24		4431		106344 			 46306.5
adult		24		4432		106368 			 46330.5
actor		24		4433		106392 			 46354.5
accurately		24		4434		106416 			 46378.5
accomplish		24		4435		106440 			 46402.5
access		24		4436		106464 			 46426.5
absorbed		24		4437		106488 			 46450.5
70		24		4438		106512 			 46474.5
zero		23		4439		102097 			 42059.5
wounded		23		4440		102120 			 42082.5
widow		23		4441		102143 			 42105.5
whispered		23		4442		102166 			 42128.5
Westminster		23		4443		102189 			 42151.5
weekly		23		4444		102212 			 42174.5
wake		23		4445		102235 			 42197.5
unexpected		23		4446		102258 			 42220.5
twenty-five		23		4447		102281 			 42243.5
treat		23		4448		102304 			 42266.5
trading		23		4449		102327 			 42289.5
trace		23		4450		102350 			 42312.5
thinks		23		4451		102373 			 42335.5
Testament		23		4452		102396 			 42358.5
terror		23		4453		102419 			 42381.5
Tennessee		23		4454		102442 			 42404.5
Tell		23		4455		102465 			 42427.5
System		23		4456		102488 			 42450.5
Symphony		23		4457		102511 			 42473.5
suggestions		23		4458		102534 			 42496.5
Suddenly		23		4459		102557 			 42519.5
substrate		23		4460		102580 			 42542.5
stupid		23		4461		102603 			 42565.5
stuck		23		4462		102626 			 42588.5
stressed		23		4463		102649 			 42611.5
Spencer		23		4464		102672 			 42634.5
Soon		23		4465		102695 			 42657.5
snakes		23		4466		102718 			 42680.5
sink		23		4467		102741 			 42703.5
Should		23		4468		102764 			 42726.5
settle		23		4469		102787 			 42749.5
saddle		23		4470		102810 			 42772.5
Ruth		23		4471		102833 			 42795.5
rocks		23		4472		102856 			 42818.5
resumed		23		4473		102879 			 42841.5
relieved		23		4474		102902 			 42864.5
registration		23		4475		102925 			 42887.5
regime		23		4476		102948 			 42910.5
refrigerator		23		4477		102971 			 42933.5
reflects		23		4478		102994 			 42956.5
realism		23		4479		103017 			 42979.5
radar		23		4480		103040 			 43002.5
Quiney		23		4481		103063 			 43025.5
protest		23		4482		103086 			 43048.5
Press		23		4483		103109 			 43071.5
President's		23		4484		103132 			 43094.5
Presidential		23		4485		103155 			 43117.5
pond		23		4486		103178 			 43140.5
plug		23		4487		103201 			 43163.5
Pete		23		4488		103224 			 43186.5
part-time		23		4489		103247 			 43209.5
Palace		23		4490		103270 			 43232.5
pack		23		4491		103293 			 43255.5
outdoor		23		4492		103316 			 43278.5
Onset		23		4493		103339 			 43301.5
occupation		23		4494		103362 			 43324.5
northern		23		4495		103385 			 43347.5
norms		23		4496		103408 			 43370.5
noble		23		4497		103431 			 43393.5
narrative		23		4498		103454 			 43416.5
musician		23		4499		103477 			 43439.5
midnight		23		4500		103500 			 43462.5
meaningful		23		4501		103523 			 43485.5
mathematical		23		4502		103546 			 43508.5
